id,name,codice_ipa,seed_domain,claimed_domain,reject_reason,old_mx,old_provider,old_reason
IT-L33-istsc_rmsd11000b,ISTITUTO D'ARTE - POMEZIA,istsc_rmsd11000b,liceopablopicasso.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_rmtf15000d,ISTITUTO TECNICO INDUSTRIALE - STANISLAO CANNIZZARO COLLEFERRO,istsc_rmtf15000d,itiscannizzarocolleferro.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_roic808005,ISTITUTO COMPRENSIVO - POLESELLA,istsc_roic808005,icpolesella.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_rois011005,ISTITUTO SUPERIORE - POLO TECNICO DI ADRIA,istsc_rois011005,polotecnicoadria.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic823004,ISTITUTO COMPRENSIVO - IST.COMPR. RAVELLO,istsc_saic823004,ravello.scuolecostieraamalfitana.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic83200v,ISTITUTO COMPRENSIVO - IST.COMPR. OGLIASTRO,istsc_saic83200v,icviscontiogliastro.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic85000c,ISTITUTO COMPRENSIVO - IST.COMPR. CONTURSI,istsc_saic85000c,iccontursiterme.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic857007,ISTITUTO COMPRENSIVO DON MILANI-LINGUITI,istsc_saic857007,icdonmilanilinguiti.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic86300e,ISTITUTO COMPRENSIVO - IST.COMPR. MONTECORVINO ROVELLA,istsc_saic86300e,icmrovella.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic86900d,ISTITUTO COMPRENSIVO - IST.COMPR. PADULA,istsc_saic86900d,icpadula.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic87100d,ISTITUTO COMPRENSIVO - IST.COMPR. SANT'ARSENIO,istsc_saic87100d,icsantarsenio.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic878008,ISTITUTO COMPRENSIVO - IST.COMPR. SAPRI 'SANTA CROCE',istsc_saic878008,icsantacroce.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic89600t,ISTITUTO COMPRENSIVO - IST.COMPR. SALA CONSILINA,istsc_saic89600t,icsalaconsilina.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic8aa00t,ISTITUTO COMPRENSIVO - IST.COMPR. CAMERA SALA C.,istsc_saic8aa00t,iccamera.edut.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic8ah00l,ISTITUTO COMPRENSIVO - IST. COMPR. ROCCADASPIDE,istsc_saic8ah00l,istitutocomprensivoroccadaspide.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic8am009,ISTITUTO COMPRENSIVO - IST. COMPR. ROFRANO,istsc_saic8am009,icrofrano.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic8aq00l,ISTITUTO COMPRENSIVO - IST. COMPR. GIOI CILENTO,istsc_saic8aq00l,icgioi.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic8at00d,ISTITUTO COMPRENSIVO - IST. COMPR. AGROPOLI 'R. VAIRO',istsc_saic8at00d,icrossivairo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saic8au009,ISTITUTO COMPRENSIVO - IC MONTESANO SULLA MARCELLANA,istsc_saic8au009,icsmontesanosm.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sais044009,ISTITUTO SUPERIORE - L.S. BARONISSI,istsc_sais044009,iisbaronissi.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sais052008,ISTITUTO SUPERIORE - 'E.FERMI',istsc_sais052008,iisfermi.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_saps08000t,LICEO SCIENTIFICO - 'MONS. B. MANGINO',istsc_saps08000t,liceomangino.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sarh03000e,ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE - IPSAR PAGANI,istsc_sarh03000e,ipsseoapittoni.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_siic81000q,ISTITUTO COMPRENSIVO - PIANCASTAGNAIO,istsc_siic81000q,icpiancastagnaio.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_siic81100g,ISTITUTO COMPRENSIVO - IC INSIEME,istsc_siic81100g,icinsiememontalcino.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_siic81700e,Istituto Comprensivo N.4 Federigo Tozzi,istsc_siic81700e,ictozzi.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_siic82000a,Istituto Comprensivo Virgilio,istsc_siic82000a,icvirgiliomontepulciano.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_soic81300c,ISTITUTO COMPRENSIVO - I. C. DI DELEBIO,istsc_soic81300c,icdelebio.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_spic814006,ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO N 1,istsc_spic814006,isa1donmilanisp.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sree01300n,DIREZIONE DIDATTICA - I C.D. 'E. DE AMICIS' AVOLA,istsc_sree01300n,primocircolodeamicisavola.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sric802005,ISTITUTO COMPRENSIVO - IV I.C. 'G. VERGA' SIRACUSA,istsc_sric802005,4icvergasr.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sric810004,ISTITUTO COMPRENSIVO - XVI I.C. 'S. CHINDEMI' SIRACUSA,istsc_sric810004,sedicesimochindemi.net,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sric81100x,Istituto Comprensivo XIV K. Wojtyla Siracusa,istsc_sric81100x,icwojtylachindemi.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sric824002,ISTITUTO COMPRENSIVO - IV I.C. 'QUASIMODO' FLORIDIA,istsc_sric824002,quasimodofloridia.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sric82500t,ISTITUTO COMPRENSIVO - II I.C. 'A. VOLTA' FLORIDIA,istsc_sric82500t,istitutocomprensivovoltafloridia.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sric84800e,ISTITUTO COMPRENSIVO - II I.C. S. ALESSANDRA ROSOLINI,istsc_sric84800e,secondocomprensivorosolini.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sric85000e,ISTITUTO COMPRENSIVO - III I.C. E. DE CILLIS ROSOLINI,istsc_sric85000e,decillisrosolini.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sric859001,ISTITUTO COMPRENSIVO - IV I.C. 'G. AURISPA' NOTO,istsc_sric859001,aurispa-noto.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_sric861001,ISTITUTO COMPRENSIVO - I.C. S. RAITI SIRACUSA,istsc_sric861001,istitutoraiti.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ssee027003,DIREZIONE DIDATTICA - 3 CIRCOLO - OLBIA,istsc_ssee027003,olbiaterzocircolo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ssic841007,ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO N. 1 PORTO,istsc_ssic841007,comprensivo1portotorres.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ssps040001,LICEO SCIENTIFICO - GIOVANNI SPANO,istsc_ssps040001,liceospanosassari.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_svic80100e,ISTITUTO COMPRENSIVO - IST. COMPRENSIVO DI SASSELLO,istsc_svic80100e,icsassello.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_svic810009,ISTITUTO COMPRENSIVO - DI VADO LIGURE,istsc_svic810009,icvadoligure.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_svic811005,ISTITUTO COMPRENSIVO - DI CAIRO MONTENOTTE,istsc_svic811005,istitutocomprensivocairo.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_svic81900q,ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO SAVONA II,istsc_svic81900q,icsavona2.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_svic82200g,ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO ALBENGA I,istsc_svic82200g,icalbenga1.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_svis00600t,IIS Boselli-Alberti-Mazzini-Da Vinci,istsc_svis00600t,iisboselli-alberti-mazzini-davinci.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_svis00800d,ISTRUZIONE SECONDARIA SUPERIORE - LICEO CHIABRERA- MARTINI,istsc_svis00800d,liceochiabreramartini.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_taee01300l,DIREZIONE DIDATTICA - XIII CIRCOLO SANDRO PERTINI,istsc_taee01300l,scuolapertinitaranto.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_taic85600c,ISTITUTO COMPRENSIVO - GIANNI RODARI - PALAGIANO,istsc_taic85600c,icrodaripalagiano.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tapc10000q,"LICEO STATALE ""ARCHITA""",istsc_tapc10000q,liceoarchita.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tarc05000g,Istituto Professionale di Stato F.S. Cabrini,istsc_tarc05000g,cabrinitaranto.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tesd01000d,ISTITUTO D'ARTE - ISTITUTO D ARTE F.A.GRUE,istsc_tesd01000d,liceoartisticogrue.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_toic82400x,ISTITUTO COMPRENSIVO - I.C. - SANT'ANTONINO DI SUSA,istsc_toic82400x,iccentopassi.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_toic83400e,ISTITUTO COMPRENSIVO - I.C. - CANDIOLO,istsc_toic83400e,iccandiolo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_toic84200d,ISTITUTO COMPRENSIVO - I. C. BRICHERASIO - A. CAFFARO,istsc_toic84200d,iccaffarobricherasio.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_toic86700t,ISTITUTO COMPRENSIVO - I.C. GRUGLIASCO - DI NANNI,istsc_toic86700t,icdinanni.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_toic87000n,ISTITUTO COMPRENSIVO - I.C. - GIAVENO - F. GONIN,istsc_toic87000n,icgonin.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_toic88400g,ISTITUTO COMPRENSIVO - I.C. TORINO - CORSO RACCONIGI,istsc_toic88400g,icracconigi.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_toic89200e,ISTITUTO COMPRENSIVO -  I.C. - CASELLE TORINESE,istsc_toic89200e,iccaselletorinese.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_toic8af001,ISTITUTO COMPRENSIVO - I.C. BUTTIGLIERA ALTA,istsc_toic8af001,icbuttiglieraaltarosta.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_toic8ag00r,ISTITUTO COMPRENSIVO - I.C. AVIGLIANA,istsc_toic8ag00r,istitutocomprensivoavigliana.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tois003003,ISTRUZIONE SECONDARIA SUPERIORE - E. MAJORANA,istsc_tois003003,majoranatorino.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tois00600e,ISTRUZIONE SECONDARIA SUPERIORE - C. UBERTINI,istsc_tois00600e,iisubertini.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tois02100l,ISTRUZIONE SECONDARIA SUPERIORE - O. ROMERO,istsc_tois02100l,romero.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tomm26100n,ISTITUTO SECONDARIO DI I GRADO - TORINO - PIERO CALAMANDREI,istsc_tomm26100n,scuolacalamandrei.org,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tosl01000c,LICEO ARTISTICO - LA PRIMO,istsc_tosl01000c,primoart.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tpee02700b,DIREZIONE DIDATTICA - II CIRCOLO- R.SETTIMO C/VETRANO,istsc_tpee02700b,2circolodidatticocastelvetrano.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tpee058003,DIREZIONE DIDATTICA - III CIRCOLO B.BONSIGNORE MAZARA,istsc_tpee058003,terzocircolomazara.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tpee066002,DIREZIONE DIDATTICA - D.D.ANGELO D'AIETTI-PANTELLERIA,istsc_tpee066002,circolodidatticopantelleria.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tpic81600v,"ISTITUTUTO COMPRENSIVO ""DE GASPERI - DE VITA""",istsc_tpic81600v,icdegasperimarsala.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tpic82100a,ISTITUTO COMPRENSIVO - LUIGI STURZO,istsc_tpic82100a,scuolasturzo.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tpic83700x,ISTITUTO COMPRENSIVO - I. C. 'D.ALIGHIERI' VALDERICE,istsc_tpic83700x,icdantealighierivalderice.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tpmm044004,ISTITUTO SECONDARIO DI I GRADO - S.M.S 'A.DE STEFANO' ERICE C.S.,istsc_tpmm044004,scuolamediadestefano.edu.it,comune.erice.tp.it,unrelated,mx.comune.erice.tp.it,aruba,MX (mx.comune.erice.tp.it) on AS31034 (Aruba.it (IT)) -> aruba (ASN-based override)
IT-L33-istsc_tpmm05400p,ISTITUTO SECONDARIO DI I GRADO - SMS 'G. MAZZINI' MARSALA,istsc_tpmm05400p,istitutogiuseppemazzini.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tric82000q,ISTITUTO COMPRENSIVO - NARNI SCALO,istsc_tric82000q,icvallinarni.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tric82100g,ISTITUTO COMPRENSIVO NARNI CENTRO,istsc_tric82100g,icnarnicentro.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_trpm01000q,Licei Statali F. Angeloni,istsc_trpm01000q,liceiangeloniterni.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_trps03000x,LICEO SCIENTIFICO - TERNI 'R. DONATELLI',istsc_trps03000x,liceodonatelli.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tsic80100t,ISTITUTO COMPRENSIVO - IST. COMPR. 'MARCO POLO',istsc_tsic80100t,icmarcopolots.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tsic80200n,ISTITUTO COMPRENSIVO - IST.COMPR.IQBAL MASIH,istsc_tsic80200n,iqbalmasihtrieste.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tsic80800l,ISTITUTO COMPRENSIVO - IST.COMPR. 'DANTE ALIGHIERI',istsc_tsic80800l,icdantetrieste.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tsic80900c,ISTITUTO COMPRENSIVO - IST. COMPR. 'ANTONIO BERGAMAS',istsc_tsic80900c,icbergamas.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tsis00200t,I.S.I.S. Nautico Tomaso di Savoia Duca di Genova - L. Galvani,istsc_tsis00200t,nauticogalvani.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tsps010006,LICEO SCIENTIFICO - FRANCE PRESEREN - LINGUA INS.SL,istsc_tsps010006,preseren.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tstf010008,ISTITUTO TECNICO INDUSTRIALE - ALESSANDRO VOLTA,istsc_tstf010008,voltatrieste.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tvic81400n,ISTITUTO COMPRENSIVO - IC VOLPAGO DEL MONTELLO,istsc_tvic81400n,icvolpago.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tvic83700a,ISTITUTO COMPRENSIVO - IC GIAVERA DEL MONTELLO,istsc_tvic83700a,icgiavera.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tvic838006,ISTITUTO COMPRENSIVO - IC SPRESIANO,istsc_tvic838006,icspresiano.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tvic85700g,IC MASERADA E BREDA DI PIAVE,istsc_tvic85700g,icmaserada.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tvtd09000l,ISTITUTO TECNICO COMMERCIALE - ITC RICCATI-LUZZATTI,istsc_tvtd09000l,riccati-luzzatti.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_tvtn01000n,ISTITUTO TECNICO PER IL TURISMO - ITT MAZZOTTI,istsc_tvtn01000n,ittmazzotti.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_udic813006,ISTITUTO COMPRENSIVO - D. ALIGHIERI - SAN PIETRO AL N.,istsc_udic813006,icsanpietroalnatisone.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_udic826008,Istituto Comprensivo Antonio Coceani Pavia Di Udine,istsc_udic826008,icpaviadiudine.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_udic827004,ISTITUTO COMPRENSIVO - FAEDIS,istsc_udic827004,icfaedis.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_udic82800x,ISTITUTO COMPRENSIVO - BUJA,istsc_udic82800x,icbuja.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_udic82900q,ISTITUTO COMPRENSIVO - TAVAGNACCO,istsc_udic82900q,ictavagnacco.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_udic855008,ISTITUTO COMPRENSIVO - POZZUOLO DEL FRIULI,istsc_udic855008,istitutocomprensivopozzuolodelfriuli.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
