id,codice_ipa,categoria,name,seed_domain,fallbacks,n_fallbacks,fb_validator_reasons
IT-L18-c_i328wp,c_i328wp,L18,Unione Comuni Vette Dei Nebrodi,vettedeinebrodi.it,pec.vettedeinebrodi.it;tiscali.it,2,pec.vettedeinebrodi.it=OK:subdomain_or_parent | tiscali.it=NO:unrelated
IT-L18-u_075,u_075,L18,Unione dei Comuni Union3,union3.gov.it,unionedicomuniunion3.le.it,1,unionedicomuniunion3.le.it=NO:unrelated
IT-L18-uccrta,uccrta,L18,Unione di Comunita' Collinare Roero Tartufo Ed Arneis,unionecollinareroero.it,ruparpiemonte.it,1,ruparpiemonte.it=NO:pa_shared_platform_out_of_scope:ruparpiemonte.it
IT-L18-uco,uco,L18,Unione della Costa Orientale,comunicostaorientale.it,gmail.com;comune.santacesareaterme.le.it,2,gmail.com=NO:unrelated | comune.santacesareaterme.le.it=NO:unrelated
IT-L18-ucvda,ucvda,L18,Unione Comuni della Val D'Aia,cms.tp-srl.it,libero.it,1,libero.it=NO:unrelated
IT-L18-ucvp,ucvp,L18,Unione di Comuni Valle del Patri,unionevalledelpatri.it,castroreale.it,1,castroreale.it=NO:unrelated
IT-L18-ucvt,ucvt,L18,Unione Comuni Valle del Tirreno,unionecomunivalledeltirreno.gov.it,gmail.com,1,gmail.com=NO:unrelated
IT-L18-udc_061,udc_061,L18,Unione Dei Comuni Area Caserta Sud-ovest,unionecso.gov.it,pec.unionecso.gov.it,1,pec.unionecso.gov.it=OK:subdomain_or_parent
IT-L18-udcb,udcb,L18,Unione Dei Comuni Besa,unibesa.it,gmail.com,1,gmail.com=NO:unrelated
IT-L18-udcbvafp,udcbvafp,L18,Unione Dei Comuni Bassa Val D'Arda Fiume Po,unionebassavaldardafiumepo.it,sintranet.it,1,sintranet.it=NO:unrelated
IT-L18-udccm,udccm,L18,Unione Dei Comuni di Crispiano Massafra Statte,unionedeicomuni.gov.it,comunedimassafra.it,1,comunedimassafra.it=NO:unrelated
IT-L18-udccnt,udccnt,L18,Unione Dei Comuni Comprensorio di Naxos e Taormina,unionecomuninaxostaormina.it,comune.giardini-naxos.me.it,1,comune.giardini-naxos.me.it=NO:unrelated
IT-L18-udccromo,udccromo,L18,Unione Dei Comuni Castelli Tra Roero e Monferrato,unionecastelliroeromonferrato.it,gmail.com,1,gmail.com=NO:unrelated
IT-L18-udcdt,udcdt,L18,Unione Dei Comuni della Teverina,unionecomuniteverina.it,comunebagnoregio.it,1,comunebagnoregio.it=NO:unrelated
IT-L18-udcer_0,udcer_0,L18,Unione Dei Comuni dall'Eleuterio a Rocca Busambra,eleuterio-roccabusambra.it,comune.marineo.pa.it,1,comune.marineo.pa.it=NO:unrelated
IT-L18-udcfle,udcfle,L18,Unione Dei Comuni di Francofonte e Licodie Eubea,unioneterredelleacque.it,pec.unioneterredelleacque.it;gmail.com,2,pec.unioneterredelleacque.it=OK:subdomain_or_parent | gmail.com=NO:unrelated
IT-L18-udcist,udcist,L18,Unione Dei Comuni dell'Istmo,unioneistmo.it,pec.unioneistmo.it,1,pec.unioneistmo.it=OK:subdomain_or_parent
IT-L18-udclq_,udclq_,L18,Unione Dei Comuni Le Quattro Terre,unionequattroterre.it,alice.it,1,alice.it=NO:unrelated
IT-L18-udcmavt,udcmavt,L18,Unione Dei Comuni Montani dell'Alta Val Trebbia,pec.unionealtavaltrebbia.ge.it,unionealtavaltrebbia.ge.it,1,unionealtavaltrebbia.ge.it=OK:subdomain_or_parent
IT-L18-udcp,udcp,L18,Unione Dei Comuni Pentri,unionedeicomunipentri.it,gmail.it,1,gmail.it=NO:unrelated
IT-L18-udctc,udctc,L18,Unione Dei Comuni Terre di Collina,95.110.168.247,comune.serradifalco.cl.it,1,comune.serradifalco.cl.it=NO:unrelated
IT-L18-udctl_le,udctl_le,L18,Unione Dei Comuni Terra di Leuca,unioneterradileuca.it,gmail.com,1,gmail.com=NO:unrelated
IT-L18-udctv,udctv,L18,Unione dei Comuni del Calatino,servizi.unionedeicomunidelcalatino.it,gmail.com,1,gmail.com=NO:unrelated
IT-L18-udcv,udcv,L18,Unione Dei Comuni della Valle dell'Olio,www3.unionecomunivalleolio.it,tiscali.it;unionecomunivalleolio.it,2,tiscali.it=NO:unrelated | unionecomunivalleolio.it=OK:subdomain_or_parent
IT-L18-udcv_070,udcv_070,L18,Unione Dei Comuni della Valle del Tammaro,unionevalledeltammaro.gov.it,valledeltammaro.gov.it,1,valledeltammaro.gov.it=NO:unrelated
IT-L18-udcv_083,udcv_083,L18,Unione Dei Comuni Valli Dei Nebrodi,unionevallideinebrodi.it,pec.unionevallideinebrodi.it,1,pec.unionevallideinebrodi.it=OK:subdomain_or_parent
IT-L18-udcvs_,udcvs_,L18,Unione Dei Comuni Valle del Sosio,unionevalledelsososio.it,alice.it,1,alice.it=NO:unrelated
IT-L18-udne,udne,L18,Unione Dei Nebrodi,unionedeinebrodi.it,pec.unionedeinebrodi.it,1,pec.unionedeinebrodi.it=OK:subdomain_or_parent
IT-L18-umcn,umcn,L18,Unione Montana del Catria e Nerone,unione.catrianerone.pu.it,provincia.ps.it,1,provincia.ps.it=NO:unrelated
IT-L18-umtv,umtv,L18,Unione Montana del Tronto e Valfluvione,unione.trontovalfluvione.it,umtronto.it,1,umtronto.it=NO:unrelated
IT-L18-upm_082,upm_082,L18,Unione dei comuni Pizzo Marabito,marabito.comune.mezzojuso.pa.it,virgilio.it,1,virgilio.it=NO:unrelated
IT-L18-uva,uva,L18,Unione Valli Astigiane,unionevalliastigiane.comuninrete.at.it,gmail.com,1,gmail.com=NO:unrelated
